"姓名","統率","武力","智力","魅力","運勢","版本","政治","陸指","水指","體力"
"全禕",NA,76,62,63,NA,"三國志5",35,NA,NA,NA
"全懌",NA,78,63,61,NA,"三國志5",40,NA,NA,NA
"向朗",NA,19,80,63,NA,"三國志5",68,NA,NA,NA
"向寵",NA,70,71,76,NA,"三國志5",61,NA,NA,NA
"州泰",NA,65,62,57,NA,"三國志5",44,NA,NA,NA
"忙牙長",NA,68,24,17,NA,"三國志5",18,NA,NA,NA
"成公英",NA,71,80,68,NA,"三國志5",62,NA,NA,NA
"成宜",NA,66,28,47,NA,"三國志5",30,NA,NA,NA
"朱治",NA,59,47,46,NA,"三國志5",32,NA,NA,NA
"朱桓",NA,89,76,80,NA,"三國志5",67,NA,NA,NA
"朱異",NA,50,41,26,NA,"三國志5",38,NA,NA,NA
"朱然",NA,76,40,63,NA,"三國志5",34,NA,NA,NA
"朱褒",NA,73,34,40,NA,"三國志5",32,NA,NA,NA
"朱儁",NA,76,61,83,NA,"三國志5",74,NA,NA,NA
"朱靈",NA,63,40,41,NA,"三國志5",29,NA,NA,NA
"朵思大王",NA,81,67,48,NA,"三國志5",39,NA,NA,NA
"羊祜",NA,83,82,86,NA,"三國志5",80,NA,NA,NA
"何進",NA,77,43,91,NA,"三國志5",67,NA,NA,NA
"何儀",NA,70,31,24,NA,"三國志5",19,NA,NA,NA
"冷苞",NA,82,68,23,NA,"三國志5",37,NA,NA,NA
"吾彥",NA,66,48,67,NA,"三國志5",21,NA,NA,NA
"吳班",NA,70,47,61,NA,"三國志5",42,NA,NA,NA
"吳景",NA,66,51,66,NA,"三國志5",65,NA,NA,NA
"吳綱",NA,31,60,71,NA,"三國志5",69,NA,NA,NA
"吳質",NA,34,69,69,NA,"三國志5",81,NA,NA,NA
"吳蘭",NA,82,41,54,NA,"三國志5",44,NA,NA,NA
"吳懿",NA,79,77,78,NA,"三國志5",74,NA,NA,NA
"呂布",NA,100,31,67,NA,"三國志5",9,NA,NA,NA
"呂岱",NA,82,69,63,NA,"三國志5",75,NA,NA,NA
"呂威璜",NA,66,49,42,NA,"三國志5",25,NA,NA,NA
"呂玲綺",NA,89,37,56,NA,"三國志5",18,NA,NA,NA
"呂虔",NA,68,29,55,NA,"三國志5",56,NA,NA,NA
"呂凱",NA,41,67,69,NA,"三國志5",77,NA,NA,NA
"呂翔",NA,72,24,38,NA,"三國志5",24,NA,NA,NA
"呂義",NA,76,68,56,NA,"三國志5",48,NA,NA,NA
"呂蒙",NA,85,90,84,NA,"三國志5",80,NA,NA,NA
"呂範",NA,40,71,75,NA,"三國志5",75,NA,NA,NA
"呂曠",NA,71,25,40,NA,"三國志5",23,NA,NA,NA
"宋憲",NA,66,43,34,NA,"三國志5",45,NA,NA,NA
"岑昏",NA,10,46,13,NA,"三國志5",71,NA,NA,NA
"李典",NA,78,81,69,NA,"三國志5",49,NA,NA,NA
"李恢",NA,51,87,81,NA,"三國志5",79,NA,NA,NA
"李異",NA,77,23,29,NA,"三國志5",18,NA,NA,NA
"李肅",NA,38,69,55,NA,"三國志5",68,NA,NA,NA
"李傕",NA,68,34,36,NA,"三國志5",48,NA,NA,NA
"李儒",NA,15,91,44,NA,"三國志5",85,NA,NA,NA
"李豐",NA,62,62,64,NA,"三國志5",60,NA,NA,NA
"李鵬",NA,70,38,43,NA,"三國志5",40,NA,NA,NA
"李嚴",NA,87,82,80,NA,"三國志5",41,NA,NA,NA
"杜預",NA,85,85,80,NA,"三國志5",75,NA,NA,NA
"杜遠",NA,62,19,29,NA,"三國志5",17,NA,NA,NA
"杜畿",NA,32,74,76,NA,"三國志5",87,NA,NA,NA
"步騭",NA,25,83,71,NA,"三國志5",76,NA,NA,NA
"沙摩柯",NA,92,17,46,NA,"三國志5",13,NA,NA,NA
"沈瑩",NA,75,56,62,NA,"三國志5",37,NA,NA,NA
"車冑",NA,72,61,58,NA,"三國志5",62,NA,NA,NA
"辛毗",NA,41,74,82,NA,"三國志5",80,NA,NA,NA
"辛評",NA,63,76,66,NA,"三國志5",63,NA,NA,NA
"邢道榮",NA,79,31,49,NA,"三國志5",23,NA,NA,NA
"典韋",NA,98,31,57,NA,"三國志5",17,NA,NA,NA
"典滿",NA,73,39,52,NA,"三國志5",26,NA,NA,NA
"卓膺",NA,64,49,58,NA,"三國志5",36,NA,NA,NA
"卑衍",NA,69,54,61,NA,"三國志5",46,NA,NA,NA
"周旨",NA,81,47,44,NA,"三國志5",27,NA,NA,NA
"周昕",NA,72,40,29,NA,"三國志5",27,NA,NA,NA
"周倉",NA,82,29,54,NA,"三國志5",31,NA,NA,NA
"周泰",NA,94,65,70,NA,"三國志5",51,NA,NA,NA
"周瑜",NA,78,99,96,NA,"三國志5",87,NA,NA,NA
"周魴",NA,43,79,59,NA,"三國志5",77,NA,NA,NA
"孟達",NA,73,72,44,NA,"三國志5",51,NA,NA,NA
"孟優",NA,84,27,36,NA,"三國志5",10,NA,NA,NA
"孟獲",NA,92,51,67,NA,"三國志5",19,NA,NA,NA
"武安國",NA,70,20,23,NA,"三國志5",19,NA,NA,NA
"波才",NA,74,52,33,NA,"三國志5",25,NA,NA,NA
"法正",NA,50,94,67,NA,"三國志5",89,NA,NA,NA
"沮授",NA,60,90,85,NA,"三國志5",91,NA,NA,NA
"沮鵠",NA,57,60,64,NA,"三國志5",31,NA,NA,NA
"花鬘",NA,82,32,70,NA,"三國志5",26,NA,NA,NA
"金旋",NA,51,46,30,NA,"三國志5",30,NA,NA,NA
"金禕",NA,38,64,60,NA,"三國志5",68,NA,NA,NA
"金環三結",NA,78,16,20,NA,"三國志5",19,NA,NA,NA
"阿會喃",NA,78,29,19,NA,"三國志5",23,NA,NA,NA
"侯成",NA,68,39,41,NA,"三國志5",40,NA,NA,NA
"侯選",NA,66,34,52,NA,"三國志5",55,NA,NA,NA
"俄何燒戈",NA,74,16,14,NA,"三國志5",13,NA,NA,NA
"南斗",NA,10,91,97,NA,"三國志5",17,NA,NA,NA
"南華老仙",NA,8,98,95,NA,"三國志5",23,NA,NA,NA
"姜維",NA,93,96,87,NA,"三國志5",81,NA,NA,NA
"皇甫嵩",NA,68,73,82,NA,"三國志5",77,NA,NA,NA
"紀靈",NA,83,33,46,NA,"三國志5",31,NA,NA,NA
"胡車兒",NA,74,58,69,NA,"三國志5",10,NA,NA,NA
"胡烈",NA,67,41,56,NA,"三國志5",39,NA,NA,NA
"胡班",NA,63,52,62,NA,"三國志5",50,NA,NA,NA
"胡軫",NA,74,12,21,NA,"三國志5",15,NA,NA,NA
"胡質",NA,63,74,72,NA,"三國志5",77,NA,NA,NA
"胡奮",NA,76,59,60,NA,"三國志5",24,NA,NA,NA
"胡遵",NA,64,47,60,NA,"三國志5",48,NA,NA,NA
"范疆",NA,50,32,21,NA,"三國志5",35,NA,NA,NA
"倫直",NA,63,59,62,NA,"三國志5",49,NA,NA,NA
"凌統",NA,83,60,61,NA,"三國志5",44,NA,NA,NA
"凌操",NA,82,43,57,NA,"三國志5",44,NA,NA,NA
"唐咨",NA,61,47,50,NA,"三國志5",42,NA,NA,NA
"夏侯玄",NA,26,73,73,NA,"三國志5",91,NA,NA,NA
"夏侯和",NA,60,84,78,NA,"三國志5",77,NA,NA,NA
"夏侯尚",NA,69,66,61,NA,"三國志5",52,NA,NA,NA
"夏侯威",NA,77,70,70,NA,"三國志5",61,NA,NA,NA
"夏侯恩",NA,63,55,58,NA,"三國志5",45,NA,NA,NA
"夏侯惇",NA,94,70,87,NA,"三國志5",81,NA,NA,NA
"夏侯淵",NA,91,59,82,NA,"三國志5",43,NA,NA,NA
"夏侯惠",NA,61,85,79,NA,"三國志5",73,NA,NA,NA
"夏侯楙",NA,47,42,28,NA,"三國志5",18,NA,NA,NA
"夏侯德",NA,62,54,70,NA,"三國志5",45,NA,NA,NA
"夏侯霸",NA,90,67,77,NA,"三國志5",72,NA,NA,NA
"奚泥",NA,80,11,17,NA,"三國志5",25,NA,NA,NA
"孫休",NA,39,61,80,NA,"三國志5",67,NA,NA,NA
"孫仲",NA,62,30,36,NA,"三國志5",21,NA,NA,NA
"孫匡",NA,55,51,70,NA,"三國志5",53,NA,NA,NA
"孫秀",NA,71,40,68,NA,"三國志5",59,NA,NA,NA
"孫和",NA,16,71,78,NA,"三國志5",51,NA,NA,NA
"孫尚香",NA,86,67,86,NA,"三國志5",63,NA,NA,NA
"孫亮",NA,16,82,90,NA,"三國志5",57,NA,NA,NA
"孫峻",NA,70,50,35,NA,"三國志5",53,NA,NA,NA
"孫朗",NA,59,34,67,NA,"三國志5",53,NA,NA,NA
"孫桓",NA,75,70,80,NA,"三國志5",48,NA,NA,NA
"孫乾",NA,33,75,90,NA,"三國志5",79,NA,NA,NA
"孫堅",NA,94,85,93,NA,"三國志5",59,NA,NA,NA
"孫異",NA,68,58,65,NA,"三國志5",45,NA,NA,NA
"孫翊",NA,81,50,66,NA,"三國志5",25,NA,NA,NA
"孫登",NA,12,81,89,NA,"三國志5",70,NA,NA,NA
"孫皓",NA,75,61,57,NA,"三國志5",10,NA,NA,NA
"孫策",NA,95,83,97,NA,"三國志5",62,NA,NA,NA
"孫瑜",NA,73,64,73,NA,"三國志5",51,NA,NA,NA
"孫歆",NA,69,39,41,NA,"三國志5",31,NA,NA,NA
"孫韶",NA,79,59,78,NA,"三國志5",71,NA,NA,NA
"孫綝",NA,74,22,28,NA,"三國志5",41,NA,NA,NA
"孫冀",NA,70,50,52,NA,"三國志5",28,NA,NA,NA
"孫靜",NA,52,51,64,NA,"三國志5",52,NA,NA,NA
"孫禮",NA,69,67,67,NA,"三國志5",64,NA,NA,NA
"孫權",NA,82,88,96,NA,"三國志5",79,NA,NA,NA
"師纂",NA,69,30,53,NA,"三國志5",45,NA,NA,NA
"徐晃",NA,93,68,63,NA,"三國志5",57,NA,NA,NA
"徐庶",NA,68,97,85,NA,"三國志5",86,NA,NA,NA
"徐盛",NA,84,84,78,NA,"三國志5",69,NA,NA,NA
"徐榮",NA,56,39,49,NA,"三國志5",41,NA,NA,NA
"徐質",NA,66,36,58,NA,"三國志5",47,NA,NA,NA
"桓階",NA,26,67,69,NA,"三國志5",78,NA,NA,NA
"桓範",NA,18,82,61,NA,"三國志5",61,NA,NA,NA
"留略",NA,69,58,51,NA,"三國志5",32,NA,NA,NA
"祖茂",NA,74,63,77,NA,"三國志5",58,NA,NA,NA
"祝融",NA,81,14,54,NA,"三國志5",14,NA,NA,NA
"秦宓",NA,22,75,62,NA,"三國志5",61,NA,NA,NA
"耿紀",NA,32,78,72,NA,"三國志5",71,NA,NA,NA
"荀攸",NA,49,95,82,NA,"三國志5",90,NA,NA,NA
"荀彧",NA,34,98,90,NA,"三國志5",95,NA,NA,NA
"荀諶",NA,25,77,64,NA,"三國志5",78,NA,NA,NA
"袁尚",NA,71,47,77,NA,"三國志5",42,NA,NA,NA
"袁胤",NA,30,60,66,NA,"三國志5",61,NA,NA,NA
"袁紹",NA,81,77,92,NA,"三國志5",49,NA,NA,NA
"袁術",NA,71,69,83,NA,"三國志5",14,NA,NA,NA
"袁熙",NA,60,68,73,NA,"三國志5",64,NA,NA,NA
"袁燿",NA,50,41,53,NA,"三國志5",51,NA,NA,NA
"袁譚",NA,63,49,74,NA,"三國志5",48,NA,NA,NA
"迷當大王",NA,80,33,38,NA,"三國志5",19,NA,NA,NA
"郝昭",NA,84,89,85,NA,"三國志5",80,NA,NA,NA
"郝萌",NA,67,42,48,NA,"三國志5",34,NA,NA,NA
"馬休",NA,67,38,56,NA,"三國志5",26,NA,NA,NA
"馬良",NA,28,92,88,NA,"三國志5",93,NA,NA,NA
"馬岱",NA,84,49,72,NA,"三國志5",40,NA,NA,NA
"馬忠",NA,60,51,45,NA,"三國志5",40,NA,NA,NA
"馬忠",NA,73,54,59,NA,"三國志5",30,NA,NA,NA
"馬玩",NA,70,32,20,NA,"三國志5",19,NA,NA,NA
"馬超",NA,98,40,82,NA,"三國志5",32,NA,NA,NA
"馬鈞",NA,7,60,41,NA,"三國志5",70,NA,NA,NA
"馬隆",NA,88,53,77,NA,"三國志5",46,NA,NA,NA
"馬遵",NA,68,53,55,NA,"三國志5",47,NA,NA,NA
"馬謖",NA,67,86,71,NA,"三國志5",70,NA,NA,NA
"馬邈",NA,41,40,18,NA,"三國志5",47,NA,NA,NA
"馬騰",NA,91,57,88,NA,"三國志5",49,NA,NA,NA
"馬鐵",NA,68,36,58,NA,"三國志5",27,NA,NA,NA
"高沛",NA,61,35,49,NA,"三國志5",44,NA,NA,NA
"高定",NA,66,36,41,NA,"三國志5",29,NA,NA,NA
"高昇",NA,74,30,33,NA,"三國志5",12,NA,NA,NA
"高翔",NA,61,48,49,NA,"三國志5",44,NA,NA,NA
"高順",NA,84,56,67,NA,"三國志5",41,NA,NA,NA
"高幹",NA,61,61,70,NA,"三國志5",27,NA,NA,NA
"高覽",NA,73,50,60,NA,"三國志5",39,NA,NA,NA
"郤正",NA,22,77,71,NA,"三國志5",58,NA,NA,NA
"國淵",NA,50,71,74,NA,"三國志5",86,NA,NA,NA
"婁圭",NA,13,87,15,NA,"三國志5",67,NA,NA,NA
"崔琰",NA,55,70,75,NA,"三國志5",83,NA,NA,NA
"帶來洞主",NA,69,20,34,NA,"三國志5",36,NA,NA,NA
"張允",NA,62,61,52,NA,"三國志5",59,NA,NA,NA
"張布",NA,73,52,54,NA,"三國志5",40,NA,NA,NA
"張休",NA,31,70,75,NA,"三國志5",79,NA,NA,NA
"張任",NA,89,75,78,NA,"三國志5",43,NA,NA,NA
"張角",NA,50,95,99,NA,"三國志5",88,NA,NA,NA
"張承",NA,70,75,74,NA,"三國志5",73,NA,NA,NA
"張松",NA,20,92,69,NA,"三國志5",86,NA,NA,NA
"張虎",NA,69,53,60,NA,"三國志5",43,NA,NA,NA
"張既",NA,55,75,81,NA,"三國志5",88,NA,NA,NA
"張春華",NA,9,76,68,NA,"三國志5",72,NA,NA,NA
"張昭",NA,14,94,84,NA,"三國志5",98,NA,NA,NA
"張英",NA,71,37,51,NA,"三國志5",41,NA,NA,NA
"張苞",NA,88,42,45,NA,"三國志5",40,NA,NA,NA
"張郃",NA,93,67,69,NA,"三國志5",54,NA,NA,NA
"張飛",NA,99,45,44,NA,"三國志5",17,NA,NA,NA
"張悌",NA,60,67,79,NA,"三國志5",78,NA,NA,NA
"張紘",NA,13,89,85,NA,"三國志5",95,NA,NA,NA
"張曼成",NA,81,45,53,NA,"三國志5",37,NA,NA,NA
"張梁",NA,84,60,89,NA,"三國志5",46,NA,NA,NA
"張紹",NA,45,71,68,NA,"三國志5",63,NA,NA,NA
"張華",NA,16,77,66,NA,"三國志5",85,NA,NA,NA
"張象",NA,57,21,37,NA,"三國志5",49,NA,NA,NA
"張溫",NA,15,61,69,NA,"三國志5",63,NA,NA,NA
"張節",NA,32,44,70,NA,"三國志5",61,NA,NA,NA
"張達",NA,51,34,24,NA,"三國志5",22,NA,NA,NA
"張衛",NA,74,35,65,NA,"三國志5",33,NA,NA,NA
"張魯",NA,62,83,93,NA,"三國志5",71,NA,NA,NA
"張勳",NA,67,61,61,NA,"三國志5",41,NA,NA,NA
"張橫",NA,72,29,25,NA,"三國志5",21,NA,NA,NA
"張燕",NA,76,48,71,NA,"三國志5",41,NA,NA,NA
"張遼",NA,95,88,85,NA,"三國志5",68,NA,NA,NA
"張濟",NA,70,63,72,NA,"三國志5",66,NA,NA,NA
"張翼",NA,76,63,69,NA,"三國志5",52,NA,NA,NA
"張嶷",NA,76,70,77,NA,"三國志5",76,NA,NA,NA
"張繡",NA,75,69,79,NA,"三國志5",58,NA,NA,NA
"張邈",NA,61,37,71,NA,"三國志5",19,NA,NA,NA
"張闓",NA,69,19,21,NA,"三國志5",15,NA,NA,NA
"張寶",NA,82,72,91,NA,"三國志5",42,NA,NA,NA
"曹仁",NA,85,68,71,NA,"三國志5",60,NA,NA,NA
"曹丕",NA,75,72,85,NA,"三國志5",77,NA,NA,NA
"曹休",NA,74,65,73,NA,"三國志5",54,NA,NA,NA
"曹宇",NA,71,64,74,NA,"三國志5",71,NA,NA,NA
"曹沖",NA,21,85,83,NA,"三國志5",79,NA,NA,NA
"曹性",NA,67,46,46,NA,"三國志5",42,NA,NA,NA
"曹昂",NA,67,52,74,NA,"三國志5",43,NA,NA,NA
"曹芳",NA,53,37,58,NA,"三國志5",55,NA,NA,NA
"曹奐",NA,17,44,64,NA,"三國志5",46,NA,NA,NA
"曹洪",NA,79,45,71,NA,"三國志5",63,NA,NA,NA
"曹真",NA,79,68,74,NA,"三國志5",55,NA,NA,NA
"曹純",NA,63,63,61,NA,"三國志5",44,NA,NA,NA
"曹訓",NA,64,46,67,NA,"三國志5",52,NA,NA,NA
"曹豹",NA,69,12,16,NA,"三國志5",17,NA,NA,NA
"曹爽",NA,64,42,67,NA,"三國志5",54,NA,NA,NA
"曹植",NA,10,91,84,NA,"三國志5",80,NA,NA,NA
"曹彰",NA,92,41,79,NA,"三國志5",24,NA,NA,NA
"曹熊",NA,44,39,70,NA,"三國志5",62,NA,NA,NA
"曹髦",NA,61,34,57,NA,"三國志5",30,NA,NA,NA
"曹操",NA,87,96,98,NA,"三國志5",97,NA,NA,NA
"曹羲",NA,67,38,59,NA,"三國志5",44,NA,NA,NA
"曹叡",NA,56,81,80,NA,"三國志5",74,NA,NA,NA
"梁習",NA,63,73,80,NA,"三國志5",87,NA,NA,NA
"梁興",NA,71,19,67,NA,"三國志5",22,NA,NA,NA
"淳于瓊",NA,72,58,69,NA,"三國志5",45,NA,NA,NA
"牽弘",NA,66,50,65,NA,"三國志5",52,NA,NA,NA
"笮融",NA,60,24,48,NA,"三國志5",61,NA,NA,NA
"許攸",NA,42,66,47,NA,"三國志5",78,NA,NA,NA
"許劭",NA,19,94,79,NA,"三國志5",77,NA,NA,NA
"許貢",NA,66,64,56,NA,"三國志5",64,NA,NA,NA
"許靖",NA,21,74,69,NA,"三國志5",78,NA,NA,NA
"許褚",NA,98,18,68,NA,"三國志5",21,NA,NA,NA
"許儀",NA,70,41,47,NA,"三國志5",28,NA,NA,NA
"逢紀",NA,60,85,61,NA,"三國志5",61,NA,NA,NA
"郭汜",NA,65,37,45,NA,"三國志5",21,NA,NA,NA
"郭攸之",NA,31,73,65,NA,"三國志5",80,NA,NA,NA
"郭奕",NA,30,79,41,NA,"三國志5",82,NA,NA,NA
"郭淮",NA,79,72,66,NA,"三國志5",65,NA,NA,NA
"郭嘉",NA,32,98,92,NA,"三國志5",91,NA,NA,NA
"郭圖",NA,32,80,43,NA,"三國志5",72,NA,NA,NA
"陳式",NA,67,48,25,NA,"三國志5",39,NA,NA,NA
"陳到",NA,71,63,69,NA,"三國志5",53,NA,NA,NA
"陳武",NA,78,60,42,NA,"三國志5",37,NA,NA,NA
"陳宮",NA,61,90,69,NA,"三國志5",81,NA,NA,NA
"陳泰",NA,83,78,69,NA,"三國志5",63,NA,NA,NA
"陳珪",NA,11,71,80,NA,"三國志5",79,NA,NA,NA
"陳琳",NA,19,84,56,NA,"三國志5",71,NA,NA,NA
"陳登",NA,40,71,73,NA,"三國志5",70,NA,NA,NA
"陳群",NA,35,93,80,NA,"三國志5",98,NA,NA,NA
"陳壽",NA,31,88,60,NA,"三國志5",79,NA,NA,NA
"陳震",NA,57,60,54,NA,"三國志5",71,NA,NA,NA
"陳橫",NA,64,48,52,NA,"三國志5",31,NA,NA,NA
"陳矯",NA,21,68,70,NA,"三國志5",74,NA,NA,NA
"陳騫",NA,71,56,53,NA,"三國志5",41,NA,NA,NA
"陳蘭",NA,69,40,38,NA,"三國志5",24,NA,NA,NA
"陸抗",NA,78,94,87,NA,"三國志5",84,NA,NA,NA
"陸凱",NA,25,71,78,NA,"三國志5",92,NA,NA,NA
"陸遜",NA,79,97,94,NA,"三國志5",87,NA,NA,NA
"陸績",NA,22,76,69,NA,"三國志5",67,NA,NA,NA
"陶濬",NA,62,40,44,NA,"三國志5",34,NA,NA,NA
"陶謙",NA,31,60,75,NA,"三國志5",65,NA,NA,NA
"傅士仁",NA,60,48,14,NA,"三國志5",31,NA,NA,NA
"傅彤",NA,72,67,69,NA,"三國志5",56,NA,NA,NA
"傅幹",NA,34,74,69,NA,"三國志5",71,NA,NA,NA
"傅巽",NA,33,69,67,NA,"三國志5",79,NA,NA,NA
"傅僉",NA,82,47,46,NA,"三國志5",36,NA,NA,NA
"傅嬰",NA,68,60,62,NA,"三國志5",41,NA,NA,NA
"程武",NA,25,73,53,NA,"三國志5",66,NA,NA,NA
"程秉",NA,21,67,75,NA,"三國志5",64,NA,NA,NA
"程昱",NA,45,93,75,NA,"三國志5",86,NA,NA,NA
"程普",NA,80,80,85,NA,"三國志5",73,NA,NA,NA
"程遠志",NA,78,41,43,NA,"三國志5",16,NA,NA,NA
"程銀",NA,70,31,39,NA,"三國志5",31,NA,NA,NA
"紫虛上人",NA,8,97,92,NA,"三國志5",22,NA,NA,NA
"華佗",NA,17,96,79,NA,"三國志5",73,NA,NA,NA
"華雄",NA,90,29,41,NA,"三國志5",26,NA,NA,NA
"華歆",NA,35,80,30,NA,"三國志5",85,NA,NA,NA
"華覈",NA,24,78,71,NA,"三國志5",60,NA,NA,NA
"貂蟬",NA,26,81,94,NA,"三國志5",65,NA,NA,NA
"費詩",NA,25,57,59,NA,"三國志5",67,NA,NA,NA
"費禕",NA,55,77,81,NA,"三國志5",96,NA,NA,NA
"賀齊",NA,78,72,73,NA,"三國志5",64,NA,NA,NA
"越吉",NA,80,15,33,NA,"三國志5",13,NA,NA,NA
"軻比能",NA,84,38,35,NA,"三國志5",22,NA,NA,NA
"雅丹",NA,79,60,18,NA,"三國志5",54,NA,NA,NA
"馮習",NA,70,40,61,NA,"三國志5",21,NA,NA,NA
"黃月英",NA,51,88,79,NA,"三國志5",87,NA,NA,NA
"黃忠",NA,97,66,86,NA,"三國志5",68,NA,NA,NA
"黃承彥",NA,4,87,73,NA,"三國志5",21,NA,NA,NA
"黃祖",NA,70,32,37,NA,"三國志5",57,NA,NA,NA
"黃皓",NA,9,49,13,NA,"三國志5",74,NA,NA,NA
"黃蓋",NA,88,67,80,NA,"三國志5",75,NA,NA,NA
"黃權",NA,46,82,66,NA,"三國志5",70,NA,NA,NA
"楊任",NA,78,53,56,NA,"三國志5",40,NA,NA,NA
"楊昂",NA,72,38,42,NA,"三國志5",35,NA,NA,NA
"楊松",NA,37,39,24,NA,"三國志5",57,NA,NA,NA
"楊柏",NA,45,19,21,NA,"三國志5",26,NA,NA,NA
"楊秋",NA,71,16,31,NA,"三國志5",19,NA,NA,NA
"楊修",NA,25,92,48,NA,"三國志5",84,NA,NA,NA
"楊祚",NA,64,49,38,NA,"三國志5",30,NA,NA,NA
"楊彪",NA,41,75,83,NA,"三國志5",74,NA,NA,NA
"楊儀",NA,60,71,46,NA,"三國志5",79,NA,NA,NA
"楊鋒",NA,70,34,34,NA,"三國志5",31,NA,NA,NA
"楊濟",NA,59,61,59,NA,"三國志5",43,NA,NA,NA
"楊懷",NA,76,43,50,NA,"三國志5",33,NA,NA,NA
"萬彧",NA,44,60,62,NA,"三國志5",61,NA,NA,NA
"董允",NA,19,84,70,NA,"三國志5",90,NA,NA,NA
"董卓",NA,95,52,69,NA,"三國志5",37,NA,NA,NA
"董和",NA,60,66,51,NA,"三國志5",70,NA,NA,NA
"董承",NA,74,61,80,NA,"三國志5",54,NA,NA,NA
"董旻",NA,54,47,43,NA,"三國志5",29,NA,NA,NA
"董昭",NA,49,62,59,NA,"三國志5",75,NA,NA,NA
"董荼那",NA,73,32,26,NA,"三國志5",20,NA,NA,NA
"董厥",NA,60,71,64,NA,"三國志5",70,NA,NA,NA
"董衡",NA,70,41,70,NA,"三國志5",36,NA,NA,NA
"董襲",NA,70,38,50,NA,"三國志5",29,NA,NA,NA
"虞翻",NA,40,78,74,NA,"三國志5",81,NA,NA,NA
"賈充",NA,24,90,51,NA,"三國志5",90,NA,NA,NA
"賈逵",NA,47,74,67,NA,"三國志5",71,NA,NA,NA
"賈詡",NA,42,97,68,NA,"三國志5",89,NA,NA,NA
"賈範",NA,48,74,77,NA,"三國志5",55,NA,NA,NA
"鄒氏",NA,6,36,89,NA,"三國志5",42,NA,NA,NA
"鄒靖",NA,67,66,68,NA,"三國志5",47,NA,NA,NA
"雍闓",NA,73,51,49,NA,"三國志5",30,NA,NA,NA
"雷銅",NA,82,46,52,NA,"三國志5",31,NA,NA,NA
"雷薄",NA,65,38,15,NA,"三國志5",26,NA,NA,NA
"廖化",NA,69,66,68,NA,"三國志5",50,NA,NA,NA
"徹里吉",NA,81,49,53,NA,"三國志5",29,NA,NA,NA
"滿寵",NA,57,82,86,NA,"三國志5",72,NA,NA,NA
"甄氏",NA,4,71,94,NA,"三國志5",66,NA,NA,NA
"管亥",NA,93,41,47,NA,"三國志5",23,NA,NA,NA
"管輅",NA,14,95,73,NA,"三國志5",70,NA,NA,NA
"臧霸",NA,79,44,72,NA,"三國志5",28,NA,NA,NA
"裴元紹",NA,76,37,37,NA,"三國志5",32,NA,NA,NA
"裴秀",NA,69,65,68,NA,"三國志5",66,NA,NA,NA
"趙弘",NA,71,42,29,NA,"三國志5",16,NA,NA,NA
"趙統",NA,72,56,65,NA,"三國志5",44,NA,NA,NA
"趙累",NA,36,60,78,NA,"三國志5",68,NA,NA,NA
"趙雲",NA,98,88,95,NA,"三國志5",80,NA,NA,NA
"趙廣",NA,74,55,66,NA,"三國志5",43,NA,NA,NA
"趙範",NA,38,63,45,NA,"三國志5",58,NA,NA,NA
"蒯良",NA,27,86,72,NA,"三國志5",87,NA,NA,NA
"蒯越",NA,29,87,70,NA,"三國志5",82,NA,NA,NA
"劉巴",NA,45,70,61,NA,"三國志5",67,NA,NA,NA
"劉永",NA,20,65,72,NA,"三國志5",69,NA,NA,NA
"劉岱",NA,65,41,33,NA,"三國志5",15,NA,NA,NA
"劉表",NA,61,71,83,NA,"三國志5",74,NA,NA,NA
"劉封",NA,70,61,70,NA,"三國志5",38,NA,NA,NA
"劉度",NA,50,45,70,NA,"三國志5",52,NA,NA,NA
"劉豹",NA,66,79,81,NA,"三國志5",49,NA,NA,NA
"劉焉",NA,36,75,86,NA,"三國志5",82,NA,NA,NA
"劉理",NA,21,63,71,NA,"三國志5",67,NA,NA,NA
"劉備",NA,79,77,99,NA,"三國志5",80,NA,NA,NA
"劉循",NA,65,52,70,NA,"三國志5",47,NA,NA,NA
"劉琦",NA,7,75,75,NA,"三國志5",64,NA,NA,NA
"劉琮",NA,30,60,78,NA,"三國志5",61,NA,NA,NA
"劉辟",NA,72,27,41,NA,"三國志5",27,NA,NA,NA
"劉璋",NA,33,60,85,NA,"三國志5",43,NA,NA,NA
"劉磐",NA,76,47,55,NA,"三國志5",73,NA,NA,NA
"劉賢",NA,58,55,71,NA,"三國志5",64,NA,NA,NA
"劉曄",NA,30,84,81,NA,"三國志5",77,NA,NA,NA
"劉諶",NA,68,50,81,NA,"三國志5",67,NA,NA,NA
"劉禪",NA,7,30,78,NA,"三國志5",32,NA,NA,NA
"劉繇",NA,20,40,69,NA,"三國志5",56,NA,NA,NA
"劉璝",NA,73,66,62,NA,"三國志5",44,NA,NA,NA
"劉馥",NA,49,73,83,NA,"三國志5",87,NA,NA,NA
"審配",NA,73,69,75,NA,"三國志5",87,NA,NA,NA
"樊建",NA,29,68,68,NA,"三國志5",65,NA,NA,NA
"樊能",NA,61,36,48,NA,"三國志5",31,NA,NA,NA
"樊稠",NA,81,26,35,NA,"三國志5",11,NA,NA,NA
"樂進",NA,80,54,78,NA,"三國志5",40,NA,NA,NA
"樂綝",NA,60,44,37,NA,"三國志5",30,NA,NA,NA
"潘鳳",NA,75,19,25,NA,"三國志5",25,NA,NA,NA
"潘璋",NA,79,40,50,NA,"三國志5",23,NA,NA,NA
